resource_id;site_id;name;address;lat;lng;address_1;address_2;city;state;zip;deleted;Phone Number;Working Hours;PPO Insurances Accepted;HMO Insurances Accepted;Medicaid Accepted;Medicare Accepted?;Medicare Managed (Advantage) Plans;Self-pay accepted? Fees;Languages/interpreter services;Services;Transportation assistance;Patient Portal;Website where info found
16766;24;Samjot Dhillon, MD;1600 Eureka Rd, Roseville, CA 95661;38.74563310;-121.24894750;;;Roseville;CA;95661;0;(916) 784-4000;;;;;;;;;Adult asthma, chronic cough, lung cancer, pneumonia, chronic obstructive pulmonary disease;;Yes;https://mydoctor.kaiserpermanente.org/ncal/providers/samjotdhillon
16767;24;Pulmonary Medicine: Sutter Roseville Medical Center;1 Medical Plaza Dr, Roseville, CA 95661;38.76625110;-121.24922340;;;Roseville;CA;95661;0;(916) 781-1130;;;;;;;;;Evaluation and diagnostic services, pulmonary rehabilitation, interventional pulmonology, pulmonary critical care;;Yes;http://www.sutterroseville.org/services/pulmonary.html?utm_medium=local&utm_source=google_plus-local&utm_campaign=local-Roseville-SRMC-35
16768;24;Roxana Aminbakhsh, MD;825 E Bidwell St STE 400, Folsom, CA 95630;38.67046840;-121.15819760;;;Folsom;CA;95630334;0;(858) 900-6004;Monday-Thursday 8AM-3PM, Friday 8AM-4PM, Saturday-Sunday Closed;;;;;;;;Primary care services, chronic disease management, geriatric care, care giving;;;https://www.aminbakhsh.com/
16769;24;Your Doctor Internal Medicine;6000 Fairway Drive, Suite 1, Rocklin, CA 95677;38.79262220;-121.26241930;;;Rocklin;CA;95677;0;(916) 883-3912;Monday-Friday 10AM-5PM, Saturday-Sunday Closed;;;;;;;;Personalized health care, hospital care, concierge medicine, preventative medicine;;;https://docmassil.com/
16770;24;Sutter Health;729 Sunrise Ave, Roseville, CA 95661;38.73435970;-121.27165380;;;Roseville;CA;95661;0;(916) 666-7215;Monday-Friday 9AM-5:30PM, Saturday-Sunday Closed;;;;;;;;Primary care services;;Yes;https://www.sutterhealth.org/find-doctor/dr-beverly-m-calkins
16771;24;Hopkins MD;2235 Douglas Blvd, Suite 510, Roseville, CA 95661;38.74476620;-121.24471280;;;Roseville;CA;95661;0;(916) 446-4449;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Behavioral health and wellness, pain management, anxiety relief, sleep relief, primary care, sculpsure body contouring, weight loss, nutritional supplements;;;https://www.hopkinsmd.com/
16772;24;Dr. Daniel Sewell, MD;13555 Bowman Rd, Auburn, CA 95603;38.93150820;-121.05657680;;;Auburn;CA;95603;0;(530) 885-3951;Monday-Friday 8AM-5PM, Saturday 9AM-4PM, Sunday Closed;;;;;;;;Primary care services;;;https://dr-daniel-sewell-md.edan.io/
16773;24;Cordova Medical Clinic;3237 Professional Dr, Auburn, CA 95602;38.94289600;-121.10106200;;;Auburn;CA;95602;0;(530) 889-6300;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Weight loss programs, primary care, laser hair removal, vaccinations, chronic disease management, physical exam, telemedicine, mental health;;;
16774;24;Roseville Pediatric Medical Group, Inc;902 Cirby Way, Roseville, CA 95661;38.72911510;-121.27627180;;;Roseville;CA;95661;0;(916) 789-1798;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Well child visit, same day appointments, nutrition consultation, vaccinations, general pediatrics, treatment for minor injuries;;Yes;http://capitalpeds.com/roseville-pediatrics
16775;24;Children's Medical Clinic;729 Sunrise Ave, Suite 501, Roseville, CA 95661;38.73467670;-121.27110140;;;Roseville;CA;95661;0;(916) 786-5800;;;;;;;;;;;;
16776;24;Christopher D. Cox, MD;3100 Douglas Blvd, Roseville, CA 95661;38.74314560;-121.23517330;;;Roseville;CA;95661;0;(916) 774-8500;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;;;Yes;https://www.sutterhealth.org/find-doctor/dr-christopher-d-cox
16777;24;Sutter Medical Group-Roseville Pediatric Neurology;2 Medical Plaza Dr, Suite 205, Roseville, CA 95661;38.76536630;-121.24826360;;;Roseville;CA;95661;0;(916) 773-8711;;;;;;;;;Pediatric Neurology;;Yes;http://www.sutterneuro.org/
16778;24;Kashmir K. Singh, MD;2050 Blue Oaks Blvd, Roseville, CA 95747;38.79227710;-121.35910980;;;Roseville;CA;95747;0;(916) 910-2300;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Academic underachievement, Acid reflux, Acne treatment, ADHD evaluation and management, Adolescent gynecology, Adolescent health, Adolescent mental health, Adolescent sexual services, Adoption consultation, Allergic rhinitis, Allergy treatment, Anemia, Anxiety disorders of childhood, Appropriate antibiotic use, Asthma, Autism spectrum disorders, Bedwetting, Behavior problems, Birth deformities, Breastfeeding, Checkups and screening tests, Child abuse and neglect prevention, Child development, Children of LGBTQI+ couples, Chronic disease management, Cold and flu care, Complex care coordination, Concussion, Congenital and acquired anemias, Congenital heart disease, Contraception, Depression, D;;Yes;https://www.sutterhealth.org/find-doctor/dr-kashmir-k-singh
16779;24;Pediatric Specialties;1600 Eureka Rd, Roseville, CA 95661;38.74563310;-121.24894750;;;Roseville;CA;95661;0;(916) 474-2250;;;;;;;;;"Cardiology, endocrinology, gastroenterology (GI), head and neck surgery, hematology/oncology, infectious disease, infusion, nephrology, neurology, neurosurgery, pulmonology, rheumatology, and surgery services; and High-risk Infant Follow-up Clinic.";;Yes;https://thrive.kaiserpermanente.org/care-near-you/northern-california/northvalley/departments/pediatric-specialties/
16780;24;Paul Wang, MD;1891 E Roseville Pkwy, Suite 100, Roseville, CA 95661;38.73266900;-121.22703170;;;Roseville;CA;95661;0;(916) 771-3020;Monday-Friday 8:30AM-12:30PM, 1:30PM-5:30PM, Saturday-Sunday Closed;;;;;;;;;;;https://www.sutterhealth.org/find-doctor/dr-paul-wang
16781;24;Pediatric Medical Associates ;1580 Creekside Dr, Suite 200, Folsom, CA 95630;38.66876170;-121.14804840;;;Folsom;CA;95630;0;(916) 924-9337;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Asthma, allergies, telemedicine, sick visits, ADHD, newborn care, preventive care, physicals, coordination of care, SDOH, Immunizations, prescription refills, acne, expecting mothers;;;http://www.kiddoc.com/
16782;24;UC Davis Medical Group-Pediatrics;1370 Prairie City Rd, Folsom, CA 95630;38.65516740;-121.16921270;;;Folsom;CA;95630;0;(916) 985-9300;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;;;Yes;http://www.ucdmc.ucdavis.edu/medicalcenter/cliniclocations/primarycare/folsom.html
16783;24;Lenore Reeva C. Youssefi, MD, FAAP;2575 E Bidwell St, Suite 250, Folsom, CA 95630;38.65892600;-121.13008280;;;Folsom;CA;95630;0;(916) 817-3700;Monday-Thursday 8AM-5PM, Friday-Sunday Closed;;;;;;;;;;Yes;https://www.sutterhealth.org/find-doctor/dr-lenorereeva-c-youssefi?utm_source=yelp&utm_medium=social&utm_content=branded-url&utm_campaign=smf-yelp-doctors
16784;24;Erin J. Shaw, MD;685 Twelve Bridges Dr A, Lincoln, CA 95648;38.85062550;-121.28851300;;;Lincoln;CA;95648;0;(916) 408-5915;Monday 7:30AM-5PM, Tuesday 7:30AM-6PM, Wednesday 7:30AM-5PM, Thursday 7:30AM-6PM, Friday 7:30AM-5PM, Saturday-Sunday Closed;;;;;;;;Acid reflux, Acne treatment, ADHD evaluation and management, Adolescent health, Adoption consultation, Allergy treatment, Anemia, Anorexia and bulimia, Asperger's syndrome, Asthma, Attention deficit disorder (ADD), Autism spectrum disorders, Autoimmune disease, Bedwetting, Behavior problems, Birth deformities, Blood disorders, Breastfeeding, Bronchitis, Bulimia, Child abuse and neglect prevention, Child development, Chronic disease management, Chronic ear infection treatment, Chronic sinusitis, Circumcision, Congenital and acquired anemias, Congenital heart disease, Depression, Dermatology, Developmental delay, Down syndrome, Eczema, Foster care, Gastrointestinal diseases, Genetic syndromes,;;Yes;https://www.sutterhealth.org/find-doctor/dr-erin-j-shaw?utm_source=yelp&utm_medium=social&utm_content=branded-url&utm_campaign=smf-yelp-doctors
16785;24;Anna Abalos, MD;701 Pleasant Grove Blvd, Suite 125, Roseville, CA 95678;38.79181940;-121.27889040;;;Roseville;CA;95678;0;(916) 784-7700;Monday-Friday 8:30AM-5PM, Saturday-Sunday Closed;;;;;;;;;;;
16786;24;Center of Excellence in Pediatric Neurology;5800 Stanford Ranch Rd, Suite 800, Rocklin, CA 95765;38.79835430;-121.26388030;;;Rocklin;CA;95765;0;(916) 239-7504;Monday-Thursday 8AM-4PM, Friday 8AM-3:30PM, Saturday-Sunday Closed;;;;;;;;Concussions, headaches, autism, developmental delay, seizures, TIC disorders, Qbtest fpr ADHD, Impact testing and Protxx testing for concussion, EEGs and 24-hour ambulatory EEGs;;;http://www.mycepn.com/
16787;24;Neha Dang, MD;3100 Douglas Blvd, Suite 200, Roseville, CA 95661;38.74319740;-121.23517790;;;Roseville;CA;95661;0;(916) 774-8384;Monday 8:15AM-3:45PM, Tuesday 8AM-4:30PM, Wednesday Closed, Thursday-Friday 8:15AM-3:45PM, Saturday-Sunday Closed;;;;;;;;;;Yes;https://www.sutterhealth.org/find-doctor/dr-neha-dang?utm_source=yelp&utm_medium=social&utm_content=branded-url&utm_campaign=smf-yelp-doctors
16788;24;Patrick Carroll, MD;1600 Eureka Rd, Roseville, CA 95661;38.74563310;-121.24894750;;;Roseville;CA;95661;0;(916) 784-5616;;;;;;;;;;;Yes;https://mydoctor.kaiserpermanente.org/ncal/provider/patrickcarroll#tab%7C3%7C%7COffices%20&%20Directions%7C/ncal/provider/patrickcarroll/offices/?ctab=Offices+%2526+Directions&to=2
16789;24;Bhat Anupama, MD;1 Medical Plaza Dr, Roseville, CA 95661;38.76625110;-121.24922340;;;Roseville;CA;95661;0;(916) 781-1927;;;;;;;;;;;Yes;http://www.suttermedicalfoundation.org/
16790;24;Dr. Brenda Spriggs, MD;3400 Douglas Blvd, Suite 225, Roseville, CA 95661;38.74298650;-121.23255170;;;Roseville;CA;95661;0;(916) 740-3721;;;;;;;;;;;;
16791;24;Dr. James Leek;2261 Douglas Blvd, Roseville, CA 95661;38.74484230;-121.24130450;;;Roseville;CA;95661;0;(916) 783-7109;;;;;;;;;;;;
16792;24;Sierra Rheumatology Inc;2207 Plaza Dr, Suite 100, Rocklin, CA 95765;38.79540310;-121.27028150;;;Rocklin;CA;95765;0;(916) 677-4744;;;;;;;;;;;;http://www.sierrarheumatology.com/
16793;24;Thitinan Srikulmontree, MD;550 W Ranch View Dr, Rocklin, CA 957655396;38.83790870;-121.29855050;;;Rocklin;CA;95765;0;(916) 409-1400;;;;;;;;;;;;
16794;24;Douglas M. Haselwood Inc;151 N Sunrise Ave, Suite 1201, Roseville, CA 95661;38.74690010;-121.26433550;;;Roseville;CA;95661;0;(916) 677-4744;;;;;;;;;;;;
16795;24;Community-Based Services: Sutter Roseville Medical Center;1 Medical Plaza Dr, Roseville, CA 95661;38.76625110;-121.24922340;;;Roseville;CA;95661;0;(916) 781-1000;;;;;;;;;;;;https://www.sutterhealth.org/video-visits
16796;24;WellSpace Health Roseville Community Health Center;5 Medical Plaza Dr, Suite 170, Roseville, CA 95661;38.76640710;-121.24663130;;;Roseville;CA;95661;0;(916) 737-5555;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;;;Yes;https://www.wellspacehealth.org/virtual-visit-portal
16797;24;MinuteClinic at CVS;1771 Pleasant Grove Blvd, Roseville, CA 95747;38.76563830;-121.35766230;;;Roseville;CA;95747;0;(866) 389-2727;Monday-Friday 8:30AM-7:30PM, Saturday-Sunday 9AM-5:30PM;;;;;;;;Common illnesses, coughs, colds, flu and strep, medication refills, stomach and digestive issue, infections (ear, sinus, skin, UTI), chronic diseases and screenings, allergy symptoms and testing, chronic disease management (diabetes, thyroid, etc.), high blood pressure screenings, mental health;;Yes;https://www.cvs.com/minuteclinic/virtual-care?WT.mc_id=LS_MC_GOOGLE_5091_get_online_care_button
16798;24;Carbon Health Urgent Care Roseville;701 Sunrise Ave, Roseville, CA 95661;38.73560030;-121.27162260;;;Roseville;CA;95661;0;(916) 772-6337;Monday-Sunday 8AM-6PM;;;;;;;;Everyday virtual care, virtual mental health;;Yes;https://carbonhealth.com/virtual-care/telehealth?utm_source=gmb&utm_medium=referral&utm_campaign=roseville-ca&utm_content=coronavirus
16799;24;UC Davis Medical Group-Roseville;1620 E Roseville Pkwy, Suite 200, Roseville, CA 95661;38.74858620;-121.24264860;;;Roseville;CA;95661;0;(916) 783-7109;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Flu-like symptoms, cough, urinary tract infections, GI problems, joint pain and more;;Yes;https://health.ucdavis.edu/medicalcenter/myucdavishealth/telehealth-express-care.html
16800;24;Sutter Imaging Roseville PET;2241 Douglas Blvd, Suite 110, Roseville, CA 95661;38.74467590;-121.24302770;;;Roseville;CA;95661;0;(916) 783-8900;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;;;Yes;https://www.sutterhealth.org/video-visits
16801;24;WellSpace Health Women’s Health;151 N Sunrise Ave, Suite 1309, Roseville, CA 95661;38.74634390;-121.26413080;;;Roseville;CA;95661;0;(916) 392-2290;Monday-Friday 8:30AM-5PM, Saturday-Sunday Closed;;;;;;;;;;Yes;https://www.wellspacehealth.org/virtual-visit-portal
16802;24;Kaiser Permanente Roseville Medical Offices - Riverside;1011 Riverside Ave, Roseville, CA 95678;38.72783760;-121.28919020;;;Roseville;CA;95678;0;(916) 784-4050;Monday-Friday 8:30AM-12:30PM, 1:30PM-5PM, Saturday-Sunday Closed;;;;;;;;;;Yes;https://healthy.kaiserpermanente.org/northern-california/get-care?utm_source=GMB_listing
16803;24;Sutter Imaging Vascular & Varicose Vein Center;1680 E Roseville Pkwy, Suite 100, Roseville, CA 95661;38.74673480;-121.23787720;;;Roseville;CA;95661;0;(916) 783-8114;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;;;Yes;https://www.sutterhealth.org/video-visits
16804;24;Instant Urgent Care;2221 Sunset Blvd, Suite 119, Rocklin, CA 95765;38.80424200;-121.27076750;;;Rocklin;CA;95765;0;(916) 836-3006;Monday-Friday 9AM-6PM, Saturday-Sunday Closed;;;;;;;;Patients can anticipate receiving patient-focused, quick, affordable, and immediate telemedicine services. Our urgent care specialists are equipped to handle a range of COVID-19, illness, and injury needs;;Yes;https://instantuc.com/telemedicine-appointments/
16805;24;Planned Parenthood - Roseville Health Center;729 Sunrise Ave, Suite 900, Roseville, CA 95661;38.73387580;-121.27015760;;;Roseville;CA;95661;0;(916) 781-3310;Monday-Friday 8:30AM-5PM, Saturday-Sunday Closed;;;;;;;;Birth control, PEP/PrEP, emergency contraception, HIV testing and treatment, STD testing and treatment, UTI testing and treatment;;;https://www.plannedparenthood.org/get-care/get-care-online
16806;24;Select Physical Therapy - Roseville;5131 Foothills Blvd, Suite 5, Roseville, CA 95747;38.76165600;-121.30898980;;;Roseville;CA;95747652;0;(916) 797-2273;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Telerehab care;;;https://www.selectphysicaltherapy.com/your-experience/care-delivery/?utm_source=yext&utm_medium=telerehaburl&utm_campaign=yexttelerehaburl
16807;24;Sutter Sleep Disorders Center, Roseville;1411 Secret Ravine Pkwy, Suite 150, Roseville, CA 95661;38.76444390;-121.24402770;;;Roseville;CA;95661;0;(916) 887-4001;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;;;Yes;https://www.sutterhealth.org/video-visits
16808;24;NVISION Eye Centers - Roseville;1524 Eureka Rd, Roseville, CA 95661;38.74866160;-121.25054340;;;Roseville;CA;95661;0;(916) 318-7821;Monday-Thursday 8:30AM-4PM, Friday-Sunday Closed;;;;;;;;;;;https://www.nvisioncenters.com/schedule-a-teleconsult/?utm_source=organic&utm_medium=gmb
16809;24;Burger Physical Therapy;2235 Douglas Blvd, Suite 520, Roseville, CA 95661;38.74473360;-121.24463980;;;Roseville;CA;95661;0;(916) 772-7190;Monday-Friday 7AM-6PM, Saturday-Sunday Closed;;;;;;;;Telehealth physical therapy;;Yes;https://burgerrehab.com/our-services/telehealth-physical-therapy-from-home/
16810;24;Sutter Imaging Roseville Parkway;1640 E Roseville Pkwy, Suite 100, Roseville, CA 95661;38.74796040;-121.24143390;;;Roseville;CA;95661;0;(916) 784-2277;Monday-Friday 6AM-9:30PM, Saturday-Sunday 7AM-8:30PM;;;;;;;;Breast imaging services, cardiovascular imaging and diagnostic services, diagnostic imaging, womens imaging, ;;Yes;https://www.sutterhealth.org/find-location/facility/sutter-imaging-roseville-parkway
16811;24;Roseville Diagnostic Imaging;1830 Sierra Gardens Dr, Suite 30, Roseville, CA 95661;38.74727260;-121.25968720;;;Roseville;CA;95661;0;(916) 746-0110;Monday-Friday 8:30AM-5PM, Saturday-Sunday Closed;;;;;;;;Open MRI, multi-slice CT, Ultrasounds, digital x-ray;;;https://rosevillemri.com/
16812;24;Sutter Imaging Roseville II;2 Medical Plaza Dr, Suite 105, Roseville, CA 95661;38.76534970;-121.24826360;;;Roseville;CA;95661;0;(916) 865-1462;Monday-Sunday 8AM-9PM;;;;;;;;Breast imaging services, cardiovascular imaging and diagnostic services, diagnostic imaging, womens imaging, nuclear medicine;;Yes;https://www.sutterhealth.org/find-location/facility/sutter-imaging-roseville-ii
16813;24;Dignity Health Advanced Imaging - Roseville;2110 Professional Dr, Suite 190, Roseville, CA 95661;38.74215210;-121.25184920;;;Roseville;CA;95661;0;(877) 381-2987;Monday-Friday 8AM-5PM, Saturday-Sunday 8AM-4:30PM;;;;;;;;CT, diagnostic imaging, MRI, ultrasound;;Yes;https://locations.dignityhealth.org/mercy-imaging-center-roseville?y_source=1_NjE3ODc3NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
16814;24;Diagnostic Radiology Services;3009 Douglas Blvd, Suite 100, Roseville, CA 95661;38.74527190;-121.23287050;;;Roseville;CA;95661;0;(530) 367-5295;;;;;;;;;;;;http://www.radiology-services.com/contact.html
16815;24;Advantage MRI;2990 Lava Ridge Ct, Suite 100, Roseville, CA 95661;38.74571810;-121.24488500;;;Roseville;CA;95661;0;(916) 751-4080;Monday-Friday 8AM-6PM, Saturday-Sunday Closed;;;;;;;;;;;http://openadvantagemri.com/
16816;24;Women’s Imaging Center, Roseville;1380 Lead Hill Blvd, Suite 100, Roseville, CA 95661;38.74902740;-121.26061430;;;Roseville;CA;95661;0;(916) 535-2030;Monday-Friday 7:15AM-5PM, Saturday-Sunday Closed;;;;;;;;DEXA, diagnostic imaging, mammography, ultrasound;;Yes;https://locations.dignityhealth.org/women%E2%80%99s-imaging-center-roseville?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=Lisa&utm_term=MercyImagingCenter-Roseville&y_source=1_ODI4NDk5Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
16817;24;Sutter Imaging Roseville PET;2241 Douglas Blvd, Suite 110, Roseville, CA 95661;38.74467590;-121.24302770;;;Roseville;CA;95661;0;(916) 783-8900;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Diagnostic imaging, nuclear medicine;;Yes;https://www.sutterhealth.org/find-location/facility/sutter-imaging-roseville-pet
16818;24;Radiological Associates of Sacramento;1 Medical Plaza Dr, Roseville, CA 95661;38.76625110;-121.24922340;;;Roseville;CA;95661;0;(916) 646-8300;;;;;;;;;Breast imaging services, cardiovascular imaging and diagnostic services, diagnostic imaging, womens imaging, ;;Yes;http://www.suttermedicalfoundation.org/
16819;24;David D. Gover, MD;1680 E Roseville Pkwy, Suite 100, Roseville, CA 95661;38.74673480;-121.23787720;;;Roseville;CA;95661;0;(916) 783-8114;Monday-Friday 8AM-5PM, Saturday-Sunday Closed;;;;;;;;Interventional Radiology;;Yes;https://www.sutterhealth.org/find-doctor/dr-david-d-gover
16820;24;Linder Psychiatric;970 Reserve Dr , Suite 205, Roseville, CA 95678;38.76531330;-121.27023010;;;Roseville;CA;95678;0;(916) 780-1070;Monday-Friday 8AM-8PM, Saturday-Sunday Closed;;;;;;;;Child, Adolescent, Adult, and Forensic Psychiatry, Medication Management, Child, Adolescent, Adult, Family and Group Therapy, Telemedicine, Child, Adolescent, Adult, and Forensic Psychology, Psychological Testing;;;http://www.echildpsychiatry.com/
16821;24;Mindpath Health;1420 Rocky Ridge Drive, Suite 120, Roseville, CA 95661;38.75427180;-121.24599590;;;Roseville;CA;95661;0;(916) 783-9697;Monday-Friday 7AM-5:30PM, Saturday-Sunday Closed;;;;;;;;Psychiatric evaluation, Medication management, Therapy/counseling, Transcranial Magnetic Stimulation (TMS);;;https://www.mindpath.com/location/northern/roseville/
16822;24;Mindful Health Solutions;1731 E Roseville Pkwy, Suite 290, Roseville, CA 95661;38.74266600;-121.23513600;;;Roseville;CA;95661;0;(844) 867-8444;Monday-Friday 8AM-6PM, Saturday-Sunday Closed;;;;;;;;Psychotherapy, Medication Management, Transcranial Magnetic Stimulation (TMS), Esketamine, Ketamine Infusion Therapy, Electroconvulsive Therapy;;Yes;http://www.mindfulhealthsolutions.com/
16823;24;Advanced Psychiatry Associates;2440 Professional Drive, Roseville, CA 95661;38.74257090;-121.24087130;;;Roseville;CA;95661;0;(877) 272-5818;Monday-Friday 9AM-6PM, Saturday-Sunday Closed;;;;;;;;ADD/ADHD, Alzheimer’s Disease, Anxiety, Autism, Behavioral Problems, Bipolar Disorder, Couples Counseling, Depression, Eating Disorders, Genetic Testing, Insurance Evaluations, Medication Management, OCD, Pain Problems, Psychosomatic Conditions, Psychotherapy & Counseling, Schizophrenia, Sleep Disorders, Substance Abuse;;;https://advancedpsychiatryassociates.com/our-offices/roseville/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=roseville
16824;24;Pathlight Therapy;2330 Professional Dr, Roseville, CA 95661;38.74228000;-121.24408130;;;Roseville;CA;95661;0;(530) 786-6026;;;;;;;;;;;;https://pathlighttherapy.com/contact/
16825;24;Wild Imaginings Counseling;1700 Eureka Rdm Suite 155, Roseville, CA 95661;38.74244890;-121.24705400;;;Roseville;CA;95661;0;(916) 806-4175;Monday-Wednesday  7AM-4PM, Thursday-Friday 7AM-12PM, Saturday-Sunday Closed;;;;;;;;Telehealth Therapy, Individual Therapy , Couples Therapy, Family Therapy, Groups 2-5 members, Art Therapy Groups;;;https://www.wildimcounseling.com/
16826;24;Juanita Harb, PhD;2436 Professional Dr, Suite 400, Roseville, CA 95661;38.74190090;-121.24186150;;;Roseville;CA;95661;0;(916) 225-6311;;;;;;;;;EMDR, Ego State Therapy, Psychodynamic Therapy, Depth Psychology, Mindfulness, Sandplay Therapy, CBT Therapy;;;https://www.rosevillepsychotherapy.net/
16827;24;Madison Hayes, LCSW;2412 Professional Dr, Roseville, CA 95661;38.74210600;-121.24266970;;;Roseville;CA;95661;0;(916) 209-0649;;;;;;;;;Child Therapy, Family Therapy, Teen Therapy, Individual Therapy ;;;https://www.madisonhayeslcsw.com/home-
16828;24;Whole Self Counseling and Art Therapy;2330 Professional Dr, Roseville, CA 95661;38.74228000;-121.24408130;;;Roseville;CA;95661;0;(530) 320-1348;Monday-Wednesday  10AM-7PM, Thursday-Friday 11AM-7PM, Saturday-Sunday Closed;;;;;;;;Brainspotting, Whole Self Counseling, Art Therapy, Child and Teen Therapy, Adult Therapy;;;https://www.brianlewistherapy.com/contact/contact.php
16829;24;Bristol Hospice - Sacramento;2140 Professional Drive, Suite 210, Roseville, CA 95661;38.74204200;-121.24818520;;;Roseville;CA;95661;0;(916) 782-5511;24/7;;;Medicaid;Medicare;;;;Hospice care, bereavement and grief resources, pain and symptom management, counseling and supportive services, spiritual counseling, therapy services, personal care, volunteer services, supplies, equipment relate to the life-limiting illness, continuous care, inpatient services, respite care services, respite care services, sweet dreams program, bright moments program;;;https://bristolhospice.com/sacramento/
16830;24;Green Valley Hospice;3009 Douglas Blvd, Roseville, CA 95661;38.74530600;-121.23275800;;;Roseville;CA;95661;0;(916) 757-6800;24/7;;;;;;;;Hospice care, palliative care support;;;https://www.greenvhospice.com/
16831;24;First Call Hospice;6929 Sunrise Blvd, Suite 180, Citrus Heights, CA 95610;38.69172130;-121.27229460;;;Citrus Heights;CA;95610;0;(916) 725-2580;24/7;;;;;;;;;;;
16832;24;True Care Hospice of Northern California, Inc.;6375 Auburn Blvd, Suite 100, Citrus Heights, CA 95621;38.68284000;-121.31538900;;;Citrus Heights;CA;95621;0;(916) 277-0433;24/7;;;;;;;;Routine visits, home hospice care, 24/7 crisis care, skilled nurses, care transitions;;;https://hospiceinsacramento.com/
16833;24;R.C. Hospice Care, Inc.;3043 Gold Canal Drive, Suite 220, Rancho Cordova, CA 95670;38.59272950;-121.26811470;;;Rancho Cordova;CA;95670;0;(916) 858-1440;24/7;;;;;;;;Hospice care, medication management, medication delivery, fully electric hospital beds, alternating pressure pump mattresses, all wheelchair sizes, commodes, wound care supplies, catheterization, incontinence supplies;;;https://www.rc-hospice.org/
16834;24;Oak Creek Hospice;9580 Oak Ave Pkwy, Folsom, CA 95630;38.69884220;-121.19119550;;;Folsom;CA;95630;0;(916) 458-5994;24/7;;;;;;;;Skilled nursing, medical social workers, spiritual services, bereavement services, hospice care;;;https://www.oakcreekhospice.com/
16835;24;Access in Motion-Medical Transport;1100 Melody Ln, Suite 133, Roseville, CA 95678;38.72528820;-121.29163300;;;Roseville;CA;95678;0;(916) 660-3934;Monday-Friday 8AM-6PM, Saturday-Sunday Closed;;;;;;;;Non-emergency medical rides, doctor appointments, dentist appointments, pharmacy, dialysis, physical therapy, discharges from medical facilities, transfers between care facilities;;;https://accessinmotion.com/
16836;24;Ambulance Service Amr;2120 Professional Dr, Roseville, CA 95661;38.74214130;-121.25090540;;;Roseville;CA;95661;0;(916) 786-2428;;;;;;;;;Ambulance services;;;
16837;24;Major H Services ;915 Douglas Blvd, Roseville, CA 95678;38.74421300;-121.27974990;;;Roseville;CA;95678;0;(844) 462-5674;24/7;;;;;;;;Handicapped transportation service;;;
16838;24;Yellow Cab ;1430 Elm St, Roseville, CA 95678;38.75044030;-121.30695910;;;Roseville;CA;95678;0;(916) 332-2222;24/7;;;;;;;;Taxi Services;;;http://ycabroseville.us/
16839;24;AAA Yellow Cab Roseville;910 Pleasant Grove Blvd, Suite 221, Roseville, CA 95678;38.78543630;-121.28707030;;;Roseville;CA;95678;0;(916) 897-1000;24/7;;;;;;Master Card, Visa, American Express, Discover;;Taxi cab services, airport shuttle services;;;http://yellowcabroseville.com/
16840;24;Platinum Limousine LLC;4010 Foothills Blvd, Suite 103, Roseville, CA 95747;38.75352320;-121.31132520;;;Roseville;CA;95747;0;(916) 827-1007;Monday-Sunday 7AM-9PM;;;;;;;;Wine tours, wedding transportation, corporate transportation, sports events and concerts, prom, night on the town, birthday and special occasions, brewery tours, christmas lights;;;http://www.platinumlimosac.com/
16841;24;Regal Carriage Limousine & Transportation;1505 Mary Jane Ct, Auburn, CA 95603;38.87691010;-121.07208600;;;Auburn;CA;95603;0;(916) 956-8507;Monday-Sunday 9AM-8PM;;;;;;;;Weddings, transportation, sports events, quinceaneras parties, funerals and memorials, christmas light tours, birthdays, corporate parties and events, bachelor and bachelorette parties, wine tours, prom/senior ball;;;http://regalcarriagesacramento.com/
16842;24;Roseville Transit ;316 Vernon St, Suite 150, Roseville, CA 95678;38.74901310;-121.28454780;;;Roseville;CA;95678;0;(916) 745-7560;Monday 9AM-12PM, 1PM-3PM, Tuesday-Thursday 9AM-12PM, 1PM-5PM, Friday 8AM-12PM, Saturday-Sunday Closed;;;;;;;;Local, commuter, arrow, paratransit, game day express;;;http://www.roseville.ca.us/transit
